Order_ID,Order_Date,Customer_ID,Customer_Name,City,Pincode,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Amount,Discount,Final_Amount,Payment_Mode,Delivery_Time_Minutes,Delivery_Status,Rating,Review,Delivery_Partner
9887dd2c-2029-4fc7-aa0e-5a506f632097,2025-05-01,20b1f3fd-1ef6-40da-a9de-9100c628ebb8,Albert Hickman PhD,Hyderabad,58922,129787d6-1af5-4e64-9b56-d15b994a754c,Milk,Household,-1.0,10.0,-10.0,,,Wallet,,Delivered,6.0,,Kristi
845e4498-583a-4d8d-83d8-6d3b3f7c6bf3,2025-01-24,455615ba-2182-4fba-b315-3a9cce1b2e62,Gene Perez,,90079,132c6d46-b431-45c9-a871-ce08c312dd29,Milk,Fruits,,-5.0,,,,Wallet,45.0,,2.0,,
99738fc8-3cc0-4c03-aa25-241475850b4d,2025-03-25,78101933-2390-4354-b0cc-35023a2b7d54,,Mumbai,79027,24ab6f58-3ed2-4cfc-8fae-cd9ff0a0d438,Soap,Dairy,-1.0,10.0,-10.0,0.0,-10.0,,15.0,Cancelled,2.0,,Jennifer
f5fb3e05-5d31-4426-8704-a7a38ab7dc4a,2024-12-21,78357a60-ceaa-4fcb-8ac0-c1b013ad956a,Amy Castillo,,04058,c8a5f925-1a6c-40d5-a1df-07272a444a24,Soap,Personal Care,2.0,,,,,wallet,30.0,Delivered,3.0,Free hot particularly suggest minute.,jason
a1f6d648-9c9d-444f-8f19-f829be3c9c01,2025-02-06,f8e569b2-41ed-400b-94eb-da171933f06b,Christopher Moses,Mumbai,35387,f4601a3f-3fd1-4dd8-a86a-bebc15567159,Shampoo,Personal Care,10.0,-5.0,-50.0,5.0,-55.0,UPI,30.0,Pending,1.0,,Katherine
00237305-cf15-455e-8344-b613cd0a2721,2025-06-03,db877a09-e5c1-4bbc-a7d8-bd86d217d7c2,Allison Hull,Mumbai,67024,bf1e456e-ef74-44e1-8cb0-723fe401d19b,Milk,personal care,-1.0,50.0,,0.0,-50.0,Card,-10.0,delivered,6.0,Future tree staff as standard be.,Sarah
654588c4-cfb2-499e-8e56-bfeefe760a24,2025-06-20,8c947bb4-badf-4b0f-9fba-8d0bce1f08f8,Katherine Lee,Hyderabad,75281,7305d886-8713-4231-a8a7-f3b1854ab969,Apple,Grocery,3.0,100.0,300.0,-3.0,303.0,Card,-10.0,Pending,1.0,,Elizabeth
d4741652-8a83-4220-a0fa-55a308069073,2025-03-19,b1372476-42f0-4289-890b-4b05e61c3675,Christine Erickson,Kolkata,25579,c7d52612-1010-4c37-a78b-93a10b86e956,toothpaste,Snacks,,50.0,,5.0,,UPI,-10.0,Delivered,5.0,,Brittany
cdd07503-d705-4b57-a897-619ea342f904,2024-12-26,9edbf2ec-4ebc-40bd-8801-85ae2344196b,Tiffany Tapia,Mumbai,76930,ee3e451b-c10c-4cad-a4f1-8b2e391a9ea9,Milk,Beverages,,50.0,,,,cash,45.0,Delivered,,,
dcc3a837-a3f6-43ca-9bdc-cac5a41e9e92,2025-02-10,f7a225cb-7891-449e-918d-eb1f60be7cb8,Anthony Hawkins,Bangalore,,2a614001-af07-4e37-8dc2-d0bb859d591c,Milk,Grocery ,2.0,,,0.0,,Wallet,30.0,delivered,1.0,,Lawrence
5979f495-0c5f-40ef-b151-bef424253280,2025-02-11,dd5eaf33-36aa-40fe-b6df-7d21d6d392a7,Susan Olson,Bangalore,22046,3ce53656-53da-465c-a62b-7d0bcac6c74c,Soap,Fruits,,100.0,,,,Wallet,-10.0,Delivered,,,Sheri
c992a0e7-3927-4246-94e2-8b435fe9867b,2025-04-06,6fb9a1c7-abb0-4fde-9413-50e8e86a7041,Anthony Allen,mumbai,74513,07fde49e-1db5-4f76-8578-8bfd825d27f2,soap,Beverages,10.0,50.0,500.0,10.0,490.0,,45.0,Cancelled,4.0,,Joan
ebd4ed94-d12c-4d32-a593-f5bb1792dde2,2025-02-28,f6a10b4c-d4e7-410b-a4a9-1671ec940db3,Christopher Pugh,hyderabad,72675,b5de9432-01c8-40d9-bdf5-3363fd1b3b00,Cola,Vegetables,,10.0,,5.0,,Wallet,45.0,Pending,,Congress end magazine.,Martha
1539dc45-04a0-473b-a378-e0443fe8fa0d,2025-03-14,69e88d48-d68f-4c91-aece-b2f2cc0c88d5,Joshua Perry,Chennai,24820,15aef474-52e4-4635-805a-25a2c12426bb,Soap,Vegetables,2.0,-5.0,-10.0,10.0,-20.0,UPI,15.0,Delivered,2.0,Born owner else hot.,Jennifer
41b7a8ce-5445-4021-8d15-50e05208b1e0,2025-05-17,8df268d8-1177-4f12-a5c7-5d8ea50bbb4c,Jay Nunez,,41348,24b5a063-e313-49d4-81fd-44593d6db785,Biscuits,Household,1.0,,,0.0,,wallet,30.0,Cancelled,,,kayla
2fb04461-d4be-47f2-b3a0-35d047a07e3f,2025-03-10,69ad0fa3-d49e-472e-a052-7e54ef83961b,Kelly Copeland,Kolkata,,19d61af3-061a-4bd2-af2e-557e57590294,Soap,Grocery,3.0,-5.0,-15.0,5.0,-20.0,Card,60.0,Cancelled ,4.0,Order usually whose black run describe.,Theodore
ab3bb103-7059-4921-bb77-3dfc863387ac,2025-02-18,7fb468a0-745c-4d8c-936c-716ebfc86e8b,Javier Barrett,Delhi,18843,12697a5c-65b0-4dce-b8ce-f39c00efcdc4,Cola,Household,3.0,-5.0,-15.0,0.0,-15.0,UPI,-10.0,Delivered,2.0,,Terri
d54d61af-ed80-49d4-abdd-b17cad83c533,2025-01-28,f70aa012-6783-429c-b41e-24341a32ac4e,Rachel Barron ,Chennai,24304,2152689d-29fd-4c66-9db8-5f2e44be7c16,Shampoo,household,10.0,10.0,100.0,5.0,95.0,Cash,30.0,Cancelled,2.0,,Elizabeth
d1b7c614-6a58-4697-a31e-cd6f8137562d,2025-05-23,e29ac6c2-c936-48ae-865e-e350a61dc854,John Cruz,Delhi,01783,71b11247-1147-40ec-9d00-8ddd30553cb7,Milk,Personal Care,3.0,20.0,60.0,-3.0,63.0,Card,-10.0,Cancelled,3.0,,Alexis
80fc2e64-e523-4d07-9c4c-6d469eec5765,2025-06-06,04a7b3dd-bfd3-4a65-bb03-9be81d5df7b1,Amanda Hawkins,Mumbai,73677,6ee0bdaa-b1eb-43f9-a065-a92e9ce8bdd7,Milk,Grocery,10.0,,,5.0,,UPI,120.0,Cancelled,4.0,,Courtney
986a005b-cc34-4c53-b3a3-62219cdb34b7,2025-05-14,d424bbf9-aa50-47f6-9d30-41e2b1ec565f,Sara Solis,Bangalore,80838,5b9e345b-2a67-40d4-885b-cc13a705a219,Biscuits,Dairy,1.0,-5.0,-5.0,0.0,-5.0,Wallet,30.0,Pending,1.0,,Alexandra
69ee8eb8-ff7d-4f9d-a278-09870fee0007,2025-06-16,9443a22a-5f51-4178-bd78-80b2aaa87eaf,Joanne Hunt,Delhi,57904,04ac808f-edee-4fb7-bd84-e27d41430654,Toothpaste,Fruits,,50.0,,5.0,,UPI,60.0,cancelled,2.0,,maria
48dcfae9-f5e4-4080-bffb-ee199da7d973,2025-03-20,27e9e596-8480-4002-9984-f9ed342197c2,Michelle Ray,Delhi,60439,b8d91465-09b3-47c6-8a60-62b2284547ed,Apple ,household,1.0,20.0,20.0,10.0,10.0,Wallet,-10.0,Pending,6.0,,Mandy
fe015e05-171f-4f1f-90cd-996504f82298,2025-02-14,19817a4f-840d-4956-a53d-f30d70987f53,Gary Jackson,Chennai,82183,e5bc4d78-e62e-42a0-afbc-15b130011593,Shampoo,Household,1.0,20.0,20.0,10.0,10.0,Wallet,15.0,,4.0,,Scott
b944d1b7-efd0-4cf2-a80a-2223565305c1,2025-01-09,e967ceca-7065-499f-acf5-344cd531139b,frances smith,Delhi,11623,e67ec25e-ded9-417e-9bfa-5799ee90e5e0,Soap,Dairy,1.0,20.0,20.0,5.0,15.0,Cash,30.0,Cancelled,6.0,,Alexander
58ae7e18-37ea-4bd1-9114-ed8e799c583d,2024-12-25,f176697a-1242-4ae9-b385-8501be546bf0,Angela Guerra,Mumbai,85208,e0acecc6-2b1c-4e74-be26-283513beae50,Onion,Fruits,2.0,-5.0,-10.0,5.0,-15.0,Card,-10.0,Cancelled,6.0,South wall artist environmental year pay other as.,Kristen
df8a1a48-8420-4a15-b0ab-8f7b5e85ddd7,2025-06-04,84f0070a-1766-42ba-ae3d-88999274d002,Erica Davis,Hyderabad,46339,943fa073-5257-4581-854b-a7cdb271650d,Soap,Grocery,10.0,-5.0,-50.0,0.0,-50.0,Wallet,,Cancelled,3.0,,Edward
d290aafe-dd76-4294-905b-820a5d67d8ec,2025-06-12,9c59e2af-0535-4fe9-95d3-a3c7c2e5dfe9,,kolkata,54199,babfe2a8-3d8a-43ab-8dfe-8b2e39ad09a8,Milk,Beverages,-1.0,10.0,-10.0,-3.0,-7.0,Cash,120.0,Cancelled,1.0,,Mitchell
820b31a6-95ec-4b97-89da-ca9718f7af47,2025-02-02,9a59a71e-0041-4cce-a27e-830e07609f4d,Scott Odom,hyderabad,71534,b4434448-b816-49c4-9dc9-71c91f6b1528,Milk,Beverages,2.0,-5.0,-10.0,,,UPI,15.0,delivered,4.0,Own research suddenly white still.,Benjamin
af2b8eae-caf1-4f78-8822-230f72fe7442,2025-05-03,af043caf-f91b-4f59-a57b-f0b9c77b66e0,Krystal Larson,Kolkata,86108,508dc305-ccee-49ce-b29f-63222e171f52,Cola,Dairy,,,,10.0,,Cash,45.0,Pending,1.0,Enough scientist can hold knowledge watch.,Tiffany
56c5756d-5659-45b1-b0a1-a29c1ef333e7,2025-06-02,37c435a2-8532-4a12-8f6a-9f6d7c3ae431,Thomas Ortiz,Chennai,17122,34ad44e0-de7d-4b30-8d8a-539ef7b33eeb,Toothpaste,,1.0,,,0.0,,UPI,-10.0,Cancelled,2.0,,Denise
d5d915a7-511a-45a1-81f3-40a8bb92fdeb,2025-02-27,79b91e8a-48a6-4643-a714-191d5ac45f64,Helen Gonzalez,Bangalore ,60647,2de9d6ce-49ed-4dd3-9582-8cb93f26cad0,Apple,Grocery,5.0,100.0,500.0,0.0,500.0,card,15.0,delivered,2.0,,Stacy
c63aad80-250a-4330-8fe6-a289591115fc,2025-06-14,e50fa300-de4c-4d28-85a8-1f49c208ec25,Lisa Johnson,Hyderabad,29607 ,dd681f1e-a93b-4fcb-a4e8-5d4d7a7ee850,Biscuits,Grocery,5.0,-5.0,-25.0,5.0,-30.0,UPI,,Cancelled,6.0,College threat seem when affect.,Emily
1661d10d-91d8-4469-8278-d35b26b9176c,2025-04-23,,Vincent Hoffman,Delhi,,f266a30a-bc37-46c9-8dc7-3cd629819993,Toothpaste,Dairy,1.0,,,10.0,,Card ,,Pending,1.0,During east avoid fire.,Amber
84762b32-5639-4a82-b924-318f545b2167,2025-01-27,2d9732db-5a4b-4539-b31c-575ca77c9efc,Michael Myers ,Mumbai,87568,6ef1f85a-389e-441d-9be5-c66dc4250e1c,Soap,,10.0,100.0,1000.0,5.0,,UPI,15.0,Pending,2.0,Organization tree author vote to its.,Sergio
f36702a7-d087-48b1-b964-cfb03693f5b1,2025-03-18,3ba872d8-d224-43d7-8356-c698145f9e51,Amber Taylor,Chennai,29012,0149a7ad-3d09-4c2a-a8b8-5b7a6727664d,Onion,Fruits,-1.0,50.0,-50.0,5.0,-55.0,Card,45.0,Delivered,4.0,Religious wind energy nearly six scientist.,Caroline
5c22d8f5-7f69-452e-a0d4-6eeeb67dbbb6,2025-03-10,b30d8eb0-80f4-44f0-b84f-d99270ae36fb,Michelle Sellers,,73513 ,79634167-5e93-402d-af32-54eceebe94ef,biscuits,,,50.0,,-3.0,,Wallet,,Delivered,1.0,,Kristen
75afb529-1a07-47aa-a87a-1d580ac433f6,2025-01-02,86596bac-fa65-486c-9e7f-21d06f9d5b43,Caitlin Lawrence,Kolkata,30608,fcb8c639-0a21-46f5-b31b-476994127dd4,Shampoo,Dairy,3.0,-5.0,-15.0,,,Cash,30.0,Pending,1.0,Staff factor possible production if.,Seth
e07be96b-eed7-466a-b552-6f47e1cc5d52,2025-06-04,6194be85-298d-4da1-b3ea-dd59c15e22e6,Samantha Lloyd,Kolkata,56452,6b0c3c99-0cd0-47dd-a1b4-a3d0b414daad,Apple,Dairy,,50.0,,-3.0,,UPI,120.0,Pending,6.0,Dinner difference specific drug them about operation ahead.,Lynn
2e4d0fb3-457b-4731-a64a-aa2eff422d09,2025-04-28,80c1a44d-91f1-4268-9e64-3b6c2329285c,Steven Thomas,Mumbai,91514,8b038770-e297-4724-9b37-649e916545c5,Biscuits,Dairy,3.0,,,-3.0,,Card,120.0,Pending,5.0,,Ross
4a5d29a7-bfdf-42d1-936a-2c2dbbdc1e9f,2025-02-18,5b8a6d23-d1f6-499c-9536-755c8ac91e9b,robin schaefer,Mumbai,48965,0713ad6c-f18c-4738-a321-af42ef61cd2a,Onion,Snacks,-1.0,-5.0,5.0,0.0,5.0,Cash,60.0,Cancelled,4.0,,Kenneth
7c6ddfa6-7eb2-4299-83aa-4e14490c9fe2,2025-04-22,374d79c3-b633-4c59-a36b-b781a2bf4e34,James Andrews,Hyderabad,41519,6fd9e6a2-d5a7-4833-b6b1-c6202daf6ca8,Onion ,Snacks,-1.0,20.0,-20.0,5.0,-25.0,Wallet,60.0,Delivered,6.0,Pattern gas billion firm tonight kid want real.,James
f7d4a896-443d-4214-9a2b-dfc445c3d066,2025-01-26,e67dfd83-91d8-4640-9f2f-4ec2f87d1218,Martha Lewis,Delhi,62476,66a05766-f976-4b71-ac2d-c1dc39e499db,Soap,Snacks,3.0,20.0,60.0,10.0,50.0,,,Pending,2.0,,Maria
60b04ba9-de55-46b5-9bac-d07093e695e1,2025-03-16,4ccc5548-6bb5-46cb-8f1f-7c70dc9ee384,Becky Allison,Mumbai,,52b03e37-65bb-4463-a337-0900c1d46f6e,Onion,Snacks,5.0,10.0,50.0,,,Wallet,30.0,Cancelled,,,Paul
287c8219-d19e-41ee-a1a0-362710fc4e80,2025-03-12,1ba26ef9-06c1-41db-bb30-f591903e7d78,Russell Robbins,Bangalore,64537,01fc1f4e-49ed-4975-96f3-7fa5daa9d345,Shampoo,Grocery,3.0,10.0,30.0,-3.0,33.0,Card,120.0,Cancelled ,,Inside show short human out magazine defense.,John
28c4e5aa-0277-46c9-a03d-1784238ce625,2025-05-15,45a447de-923e-491c-a088-e3fd3d107376,Mark Smith,Bangalore,18691,b6eaac41-8b90-4f0b-840a-78b129c70c82,onion,Household,-1.0,-5.0,5.0,,,Cash ,15.0,Cancelled,6.0,,Curtis
1c65d923-fa63-4a21-b232-60dee68c2be4,2025-05-02,dc4e67e6-1e0c-4284-b162-73316ca4f20d,Daniel Wagner,Kolkata,98025,3906ee0d-edf5-444e-a728-5f8b9d071498,,,2.0,10.0,20.0,-3.0,23.0,wallet,60.0,Cancelled,6.0,,Randy
6c34f2a9-0091-42f1-959b-c2ef80b1cd27,2024-12-21,4b5ba459-d239-4670-ac1f-9afe16f7a207,Dana Chavez,Chennai,12947,c33525b3-d5ba-4269-a2ba-a8568ee67d1d,Soap,Household,10.0,100.0,1000.0,10.0,990.0,Wallet,-10.0,Pending,1.0,Think scene something appear.,Michael
0ebc0bcb-7c4e-4b55-b1c2-11e43655acea,2025-01-30,2eb2eca0-ef92-4c59-9d81-4e2b4f96d2a2,Dawn Vasquez,Chennai,60132,da715e75-d6ab-4ea7-9152-5a1bde03f26d,Bread,Beverages,10.0,-5.0,-50.0,10.0,-60.0,Cash,-10.0,Pending,2.0,,Ariel
301bb9f1-3414-4ee2-a30a-e410f433bb30,2025-05-30,d336c8e1-71f2-483a-b452-7a452506aa8a,Damon Arias PhD,Kolkata,,93dc7b58-6eb4-439f-9d4a-a56ed77fc011,Soap,Grocery,1.0,20.0,20.0,5.0,15.0,Cash,45.0,Pending,,,Denise
1d7d1854-a7be-4c9b-a2b0-6fea7ef19c38,2025-01-13,95b061e1-b6ad-4759-a44f-696b950a41e7,Michael Armstrong,Hyderabad,56764,29354443-0b5c-4961-b362-890b865cb5e3,Milk,Vegetables,2.0,-5.0,-10.0,5.0,-15.0,Cash,60.0,Delivered,2.0,,Glen
4f772b63-e8d4-49cc-b83a-b94bca7c6a80,2025-03-20,09f8a33e-dd19-4fc4-8346-fc5f09647244,Connor Cole,Bangalore,56786,4eb7c3c8-9563-4428-b22d-43a17408d383,Toothpaste,Personal Care,,,,5.0,,Wallet,30.0,Delivered,4.0,,Christopher
ffb6cee2-1ac7-4ee8-a78b-c429a2fc9458,2025-04-14,b7d8c1f8-9e49-4c44-8838-ac293e312120,Colleen Simmons,Delhi,84005,2223f4ca-a509-422e-a43a-b35207831b3f,Onion,Personal Care,,20.0,,5.0,,Cash,,Pending,5.0,,Mary
8c37ed5a-59cc-4a46-9067-dc84eae90ac6,2024-12-24,1f8501c9-9df3-49ee-acb8-ac0fce972aae,Stephanie Hernandez,Kolkata,31420,22a3f014-41c5-4c1c-8e5b-6606d6e6c7ec,Onion,Personal Care,2.0,,,0.0,,,120.0,Pending,3.0,Long receive help they rather material.,
12c51b8f-1d43-45d4-a451-6d194d36f77e,2025-02-09,1a37b2e2-e989-4179-b3ec-1764097cdf5b,Jennifer Leon,Delhi ,01070,86b1c3b5-786b-4fac-adf8-31223cf31670,Cola,Vegetables ,-1.0,50.0,-50.0,10.0,-60.0,Card,120.0,,,,Heather
84f2a153-9d86-48fe-93e0-91ba50be68f3,2025-05-20,e8678ef4-c952-4467-a385-14f9ff2cd1cc,Tonya Miller ,,03864 ,b8444fb0-55ea-4d83-b952-0326923aac5e,Shampoo,Fruits,3.0,-5.0,-15.0,-3.0,-12.0,Card,60.0,Delivered,,,Kenneth
4728a951-6300-4eda-aac8-6c92d4709675,2025-06-13,b2e406c8-d1fb-439d-bb82-3b0aed0444f5,Laura Wang,Hyderabad,70143,c89571a1-f304-4575-964c-8805f0189c1c,Cola,Personal Care,3.0,-5.0,-15.0,0.0,-15.0,UPI,120.0,Cancelled,1.0,According religious similar special miss score use middle.,Amanda
868f8dfa-abd6-47db-9825-8eefb670feaa,2025-02-28,4ed64577-52a9-464f-bc93-337e39375547,Joseph Chase,Kolkata,75926,43921971-220a-4ed9-971c-a18cff9954c5,Biscuits,,1.0,,,,,Cash,120.0,Pending,1.0,Skin capital fly nation serious discuss.,kimberly
74398077-8cbb-4339-a56d-cff572d7ba13,2025-06-21,1f8a5f01-673b-4b6e-8f53-5de139c8fd9a,Whitney Carter,Bangalore,66101,95316604-3ab3-4db7-80a2-ee2da60074d4,,Household,5.0,-5.0,-25.0,-3.0,-22.0,Wallet,45.0,Delivered,1.0,Strategy return believe huge sometimes.,Kathleen
fb2d08e5-1757-4c93-9bf4-6ced6ddd0e42,2025-01-26,7019ecde-867f-4fac-9dec-09291f137a8d,Tracy Travis,Kolkata,32638,98360fee-e239-4b5a-8f88-a5f919ec9566,Shampoo,Vegetables,5.0,10.0,50.0,5.0,45.0,Card,15.0,Delivered,4.0,Read street anything future financial through despite.,Melissa
2e2fd218-3b04-4a4c-bf8f-de31799d2a7b,2025-03-07,b112228e-58b9-4c2c-b14c-b597320bca9b,Deanna Miller,Mumbai,88389,97be435a-e65c-4a06-926a-f91d483b9543,Apple,Personal Care,3.0,100.0,300.0,10.0,290.0,Wallet,30.0,Delivered,2.0,,Tammy
f0db86a9-304b-438f-ae83-b14b78a5241b,2025-05-09,a4b5a417-dd6c-4d2e-9804-7846afc3c0fd,Elizabeth Anderson,Kolkata,13651,58fb331f-77ea-4749-b601-0828874463cc,Onion,Household,-1.0,50.0,-50.0,,,UPI,60.0,Delivered ,6.0,,Robert
9afbcbc1-5278-434b-91d1-15625afdc03e,2024-12-22,60e5817b-0f4b-4936-bcaa-46374fce41d0,Ryan Best,kolkata,,dfd52448-c55f-46e7-b3c8-eade3446f8da,Cola,Beverages,10.0,100.0,1000.0,10.0,990.0,UPI,30.0,Pending,1.0,,Penny
3471b21f-f395-426d-b233-6b42b34a6ba3,2025-01-04,25dc678b-4211-4be2-8464-c71cfb5506cf,Kyle Yoder,Chennai,53691 ,41cc8a6f-bc71-4678-809b-65a3804a6ef2,Toothpaste,Grocery,10.0,-5.0,-50.0,-3.0,-47.0,UPI,,Pending,6.0,,Stephanie 
5cf590f0-6048-4411-9c7e-aed78881bfcf,2025-04-05,07eded58-39c3-450a-86e8-27165d8efc8d,Christopher Garcia,,33900,076afebd-b188-4687-8dbb-4dd3bd4a7fe8,Toothpaste,Dairy,3.0,-5.0,-15.0,-3.0,-12.0,Cash,60.0,Delivered,3.0,,Margaret
6ee7c991-e98c-406e-957f-44c81643bdde,2025-04-07,1b341e1e-1a72-47c1-873e-6d0f325887a4,Hunter Burton,Kolkata,95384,ffdd8aca-74a7-46b3-b6b1-fe29056742d5,Shampoo,Snacks,-1.0,,,0.0,,UPI,120.0,Pending,5.0,,Matthew
6631e500-46ff-4505-9770-a16bd7944ccf,2025-01-14,59173560-f157-4c59-8fba-316fcfa98a29,Amy Reid,Bangalore ,,d87da2dd-ff77-4146-aa55-42f52f696e9d,Apple,Vegetables,2.0,20.0,40.0,10.0,30.0,Wallet ,60.0,,2.0,,
5d93792d-a826-455a-8bac-241ecffd4da0,2025-04-29,f2d6d1b4-e167-4b69-98d1-056f32063dfa,Emily Howard,Chennai,65690,6ab2d325-45af-4e3f-b0df-8cc5b176ee88,Bread,Personal Care,,10.0,,0.0,,Card,,Delivered,5.0,,Sarah
